/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_1_M020.wav,e1,LET'S  BLOW STRUMPETS . BLOW . BLOW TRUMPETS . AND SQUEAKERS . AND PARTY AS MUCH AS WE CAN . LIKE SMALL QUITE IDIOTIC SCHOOL CHILDREN  LET'S SAVOR THE DELIGHT OF THE MOMENT  COME . KISS ME DARLING  BEFORE WORMS POP IN AND OUT OF YOUR EYE SOCKETS .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M021.wav,e2,NOTHING .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_F031.wav,e0,SIXTEEN HUNDRED .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F009.wav,e0,OKAY .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_F023.wav,e1,GREAT .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro05_M000.wav,e0,HI UM . MY LUGGAGE DIDN'T COME OUT OF THE CONVEYOR THINGY .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro02_M020.wav,e2,YOU'RE ACTING LIKE YOU KNOW YOU'RE THE ONE WHO'S GOING ALL  THROUGH  YOU KNOW ALL THIS SHIT AND IT'S REALLY . IT'S REALLY NOT .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_F030.wav,e1,WHAT'LL I DO WITH A FORTUNE .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_3_M018.wav,e1,GIVE ME A KISS ANN . GIVE ME A  GOD I KISSED YOU .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F034.wav,e0,THAT'S ROUGH I'M REALLY SORRY RYAN .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_F007.wav,e2,HOW'S THAT SUPPOSED TO MAKE ME FEEL .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F051.wav,e2,NEVER NEVER NEVER I'D RATHER  DIE IN TORMENT BEAST BRUTE .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_M007.wav,e3,OUT TO OUT TO DINNER YOU KNOW AND . DO THE  TROOPS TO CALIFORNIA I MEAN .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_F010.wav,e3,I MEAN CAN'T THEY PUT YOU IN LIKE . YOU KNOW  KITCHEN WORK OR SOMETHING WHERE YOU WON'T GET .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_2_M041.wav,e1,I DON'T KNOW IT SEEMED LIKE A PRETTY GOOD SPOT TO ME . LOOK AT THE MOON VIEW THE MOON VIEW I GOT FROM HERE .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_1_M003.wav,e1,OH IS THAT  IS THAT  NOW IS THAT JUST . FOAM UHH  I CAN'T EVEN TELL .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_F028.wav,e0,ARE THERE THINGS YOU WISH YOU'D DONE DIFFERENTLY .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_M011.wav,e1,PROFESSIONAL SOFTBALL PLAYER MALIBU . {LG} .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_M020.wav,e0,IT WAS IN THE CAR RIGHT  DRIVING PAST THE KNICKERBOCKER LIQUOR LOCKER .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_3_M034.wav,e3,I MEAN THAT'S . THAT'S ONLY A LITTLE . THING BUT . THAT'S THE KIND OF GUYS I HAD  THEY DIDN'T JUST DIE  THEY KILLED THEMSELVES FOR EACH OTHER . AND I MEAN THAT EXACTLY . A LITTLE MORE SELFISH AND THEY'D STILL BE HERE TODAY .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro02_F015.wav,e3,IT'S NOT THE . SAME THOUGH .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script03_2_F038.wav,e2,LISTEN  INDEED . NO NO NO NO I AM SICK AND TIRED OF LISTENING TO YOU YOU SADISTIC BULLY .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_M025.wav,e0,YEAH BUT . THIS  THIS  MOMENT ON THE BEACH IS LIKE THE HIGHLIGHT OF THEIR LITTLE LIVES  ALL THAT FLOPPING AROUND IS . LAYING EGGS OR . WHAT TO DO . SPAWNING OR MATING OR WHATEVER .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M021.wav,e1,YEAH .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_F011.wav,e0,WELL I DON'T REALLY KNOW I DON'T  I DON'T KNOW YOU IN LIKE A JOB SITUATION . SO .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_F042.wav,e1,YEAH I NOTICED THAT IT'S REAL PRETTY ON THE WATER .
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script01_3_M010.wav,e1,AM I EMBARRASSING YOU ARE YOU SEE I  DIDN'T WANT TO DO IT HERE WITH THIS YARD . ON THIS PORCH I WANTED IT TO BE SOMEWHERE NEW SOME PLACE  FRESH FOR BOTH OF US .
